,dec,ra,Seq,N,RAJ2000,DEJ2000,Comp,mag1,n_mag1,mag2,n_mag2,Sp1,Sp2,Name,Simbad,N.1,o,Per,f_Per,e_Per,e,f_e,e_e,K1,K2,V0,rms1,rms2,Grade,Ref,Details,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
599,-4.02681,134.79212,545,N,08 59 10.11,-04 01 36.5,     , 9.660,V,      , ,sdG             ,          ,HIP 44124                    ,Simbad,N,1,113.55, ,            ,0.46, ,      ,  25.20,       ,  35.40,       ,       ,3.0,1988AJ.....96..567L                                ,Details,44124,           ,1635378410781933568,5762455435182999168,1280223,2015.0,134.793574866,0.20732795639,-4.02923665536,0.235901304464,8.93446340953,0.244296161493,345.073452146,0.154219213041,-581.943418231,0.0741137457809,-0.226321294904,0.142073616385,-0.0298392474651,0.0125027457252,-0.252195090055,-0.00676280399784,0.0976288169622,0.180945217609,-0.0857063755393,-0.331702262163,72,72,72,70,0,2,1.29785037041,0.499952468552,242.615904312,True,4.94767951965,3.67807364464,1.82828589459e-05,3,9,False,0.175475731492,0.248483374715,0.258144468069,0.944188177586,-89.6100158691,59.5832595825,-25.9543647766,-28.30991745,79,2672176.53415,1509.60492109,9.4576071991,NOT_AVAILABLE,232.632925611,25.9476581371,138.512132296,-20.2460206127,1.35964676886e-05
601,-27.81631,134.928,547,N,08 59 42.72,-27 48 58.7,     , 6.870,V, 7.590,V,G2              ,G2        ,HIP 44164                    ,Simbad,N,1,3.1986, ,            ,0.0, ,      ,  97.50,  96.20,  63.20,       ,       ,4.0,1975A&A....39..131A                                ,Details,44164,           ,1635378410781933568,5648046336871036928,693071,2015.0,134.927793243,0.154078184006,-27.8164932528,0.245034099503,18.5359071741,0.220149601827,-45.0411155822,0.0438461336347,-45.2793988416,0.0555382233166,-0.0485312528908,-0.266689687967,0.109834469855,-0.00784257240593,0.358660787344,0.00231560133398,0.170998290181,0.00880873203278,0.04968649894,-0.144964948297,54,54,54,54,0,0,6.31079769135,0.21620833383,30.9214412923,True,2.32188200951,18.3796844482,1.82578150998e-05,3,20,False,0.111204892397,0.39571878314,0.462409794331,0.678095340729,-45.532661438,88.8850631714,52.3870849609,-17.3908977509,172,35790744.068,36704.4512839,6.64034324583,NOT_AVAILABLE,252.955489119,11.8376434934,148.092745455,-42.626573564,7.23721414926e-06
606,-40.55469,135.52858,552,N,09 02 06.86,-40 33 16.9,     , 6.880,V,      , ,B0.5Ib          ,          ,HIP 44368                    ,Simbad,N,1,8.9644, ,            ,0.09, ,      , 274.30,  21.80,       ,       ,       ,4.0,1987ApJ...314..634D                                ,Details,44368,           ,1635378410781933568,5620657674020935808,1957142,2015.0,135.528560507,0.187897446947,-40.5546555206,0.277389564677,0.54178569872,0.265395029188,-4.87864813807,0.0286279292997,9.2777426883,0.0325118171155,-0.0371113270521,0.380657106638,0.253494977951,-0.012600637041,0.0905151292682,0.000353282026481,0.348283410072,0.133142113686,0.0362765826285,0.177297309041,86,86,86,82,0,4,6.44719982147,0.623258191548,181.615817408,True,6.12286806107,2.50922465324,1.54541903612e-05,3,17,False,0.146248474717,0.443547397852,0.100970767438,0.284030914307,-166.196228027,86.2270278931,1.35106277466,-30.2028465271,96,33509321.9869,61578.2653051,6.71185596235,NOT_AVAILABLE,263.0582494,3.92986370329,157.037452077,-53.9250382711,6.92029027939e-06
614,14.99603,138.07312,559,N,09 12 17.55,+14 59 45.7,A    , 6.510,V,      , ,G9V             ,          ,HIP 45170                    ,Simbad,N,2,988.058, ,      0.3470,0.4333, ,0.0034,  11.49,  12.13,  49.83,   0.80,   1.10,5.0,2000A&AS..145..215P                                ,Details,45170,           ,1635378410781933568,607464712464224384,25245,2015.0,138.070855521,0.301429752734,14.9970669965,0.26532165869,50.2302103146,0.33518786015,-524.703770258,0.0345436026228,246.407385875,0.0226984638314,-0.316435366869,-0.464000195265,0.355962693691,-0.149727314711,0.0956050604582,-0.112339667976,0.49002763629,-0.14622195065,0.0357293747365,-0.448121637106,71,71,71,68,0,3,11.3645906448,0.855857217799,559.923220831,True,8.35507774353,1.34419739246,2.42630849243e-05,3,10,False,0.432688713074,0.298899263144,0.29142794013,0.908699572086,-145.770401001,43.4415855408,-0.0372541062534,-31.5916309357,83,52117588.6726,38538.3809731,6.2323092789,NOT_AVAILABLE,214.649162796,37.8559407406,135.952679283,-1.10754319299,1.0355816595e-05
626,-13.75178,141.67108,570,N,09 26 41.06,-13 45 06.4,     ,10.400, ,10.700, ,F9              ,          ,BD -13 2854                  ,Simbad,N,1,0.4498, ,            ,0.0, ,      ,  67.00, 266.00,  16.00,       ,       ,3.0,1984MNRAS.209..645K                                ,Details,-2147483648,5471-566-1 ,1635378410781933568,5689693157269867776,1902397,2015.0,141.670978494,0.324289237358,-13.7517645269,0.186055385503,4.31760892173,0.578360326432,-23.5572220229,2.16094793659,4.07372554324,1.11742685065,-0.630113244057,-0.91860550642,-0.910676121712,0.72701716423,0.641041874886,0.631661891937,-0.521586894989,0.960988044739,-0.767444550991,-0.771250784397,62,62,62,59,0,3,,0.460562666183,145.334884186,True,4.57444143295,4.25700426102,2.00736194529e-05,5,8,False,0.336570471525,0.1429554075,0.210018396378,0.874341547489,-136.868515015,72.0577163696,20.5573234558,-24.3887271881,69,1011221.18024,26312.4343169,10.5126546703,NOT_AVAILABLE,245.806266924,25.685105257,148.98392475,-27.2401042727,1.56421076551e-06
628,27.38725,142.82246,572,N,09 31 17.39,+27 23 14.1,     , 6.590,P,      , ,Am              ,Am        ,HIP 46704                    ,Simbad,N,1,9.0119, ,            ,0.01, ,      ,  72.30,  86.60,  10.70,       ,       ,4.0,1973JRASC..67..306H                                ,Details,46704,           ,1635378410781933568,694365885275574272,1501953,2015.0,142.822297706,0.282856443966,27.3871386585,0.280828769572,7.35952973195,0.311260384936,-30.8804687378,0.0335405509437,-24.4050376563,0.0234718770271,-0.114474624395,-0.322762608528,0.348292797804,-0.0534125044942,-0.0868189334869,-0.0388397984207,0.496977120638,-0.0886739343405,-0.0513192638755,-0.229097664356,44,44,44,42,0,2,6.31362724304,0.682815077671,244.465086211,True,6.6930103302,2.0800640583,2.06951099244e-05,3,7,False,0.220759674907,0.180016994476,0.317470401525,0.950522005558,-105.440406799,54.3613090515,11.2682352066,-27.2714519501,41,35573438.6837,191752.865188,6.64695544381,NOT_AVAILABLE,200.554659562,45.8331932067,136.334090843,12.0409805632,1.82052644186e-05
632,83.78489,147.02354,576,N,09 48 05.65,+83 47 05.6,     , 8.500, ,      , ,K0              ,          ,BD +84 213                   ,Simbad,N,1,571.7, ,            ,0.59, ,      ,  18.90,       ,  -0.80,       ,       ,4.0,1985Obs...105..226G                                ,Details,-2147483648,4631-2156-1,1635378410781933568,1147409996414325120,1471834,2015.0,147.022222948,0.207189557638,83.7848620499,0.222760994611,3.54379797939,0.267108017971,-35.4953374348,0.482388481544,-6.66718096592,0.556082589567,0.480510681868,-0.159307971597,-0.43354126811,0.0112046664581,-0.290547549725,-0.288662940264,-0.0212805010378,0.535017549992,-0.353458762169,-0.0953822284937,105,105,105,104,0,1,,0.582518556509,143.174242033,True,5.73368120193,2.75725746155,7.13615099812e-06,5,15,False,0.150203600526,0.461243063211,0.0923451855779,0.254529058933,-179.173156738,-51.6507263184,34.044883728,-22.6416397095,119,16149160.7134,6986.9317801,7.5043951724,NOT_AVAILABLE,128.150233229,31.3612294005,101.422409147,62.7039868624,5.31328768708e-06
638,55.95253,145.93946,581, ,09 43 45.47,+55 57 09.1,A    , 8.500,P, 9.200,P,F8V             ,F8V       ,HIP 47727                    ,Simbad, ,2,0.3336,a,            ,0.0,a,      , 119.21, 246.30, -28.40,   4.90,   3.40,4.0,2007AJ....133.1977P                                ,Details,47727,           ,1635378410781933568,1022096388453831680,2047720,2015.0,145.939588267,0.151563803416,55.9523967379,0.177362919518,19.1188606249,0.253610061716,17.2401421894,0.101813645804,-28.9098821642,0.0893193101816,0.272291302681,-0.44996830821,-0.138151839375,0.0934694632888,-0.344290971756,0.0168492179364,0.0257766097784,0.0882183089852,-0.110253043473,-0.0505899749696,139,139,138,134,1,5,3.38463044167,0.508093245895,135.209484005,True,2.19676399231,3.60248804092,5.53738664166e-06,3,17,True,0.406036287546,0.271658241749,0.275938481092,0.147409215569,-69.887008667,-72.8300247192,33.4999504089,-12.8138580322,141,12596727.1455,226129.332944,7.77412575805,NOT_AVAILABLE,158.922569999,45.9024785869,126.921568402,39.4548048851,1.28042903446e-05
641,11.10642,147.45212,584,N,09 49 48.51,+11 06 23.1,     , 7.620,V,      , ,dG0             ,          ,HIP 48215                    ,Simbad,N,1,3.3901, ,            ,0.0, ,      ,  33.60,       ,  41.50,       ,       ,3.0,1983A&AS...54..187C                                ,Details,48215,           ,1635378410781933568,613075245423120000,674850,2015.0,147.450828381,0.587206522091,11.1061335487,0.780697906069,21.3124258696,0.729676322635,-310.115522891,0.0482500735907,-64.9923800025,0.0407097808983,-0.419833987951,-0.313136309385,0.503085434437,-0.33969181776,0.553343832493,-0.209546104074,0.80917775631,-0.143520817161,0.445947021246,-0.349804729223,27,27,27,26,0,1,89.776473999,1.43383849847,80.730695965,True,13.9327793121,0.48375788331,9.78834759735e-06,3,6,False,0.364059746265,0.335314065218,0.243327572942,0.982247412205,154.501998901,57.9081802368,36.0941925049,-27.4975223541,23,18240179.5694,27499.2729878,7.37219729004,NOT_AVAILABLE,224.472768645,44.50291087,145.853193988,-1.9067712692,2.92559841933e-05
642,4.34364,147.62533,585,N,09 50 30.08,+04 20 37.1,     , 6.230,V,      , ,F6V             ,          ,HIP 48273                    ,Simbad,N,1,3.0546, ,            ,0.0, ,      , 100.30, 105.40,  17.40,       ,       ,3.0,1948IzKry...2...44P                                ,Details,48273,            ,1635378410781933568,3849562729090407296,894138,2015.0,147.624720875,0.332006461455,4.34343552817,0.233788659069,21.9373127147,0.346107201992,-148.592370372,0.0271205308951,-51.3012741798,0.0188336823963,0.223879337311,-0.577025771141,0.510007858276,0.128509834409,-0.317408055067,0.119935125113,0.520955204964,-0.283886611462,-0.181345015764,-0.292292416096,60,60,58,60,2,0,1.22638475895,0.747542878143,395.029716999,True,7.31391477585,1.74333071709,2.59494954662e-05,3,9,False,0.424173891544,0.195743218064,0.445320010185,0.954156756401,-120.18850708,-5.97307443619,-2.87302684784,-27.8392753601,54,59277656.3668,80447.0221877,6.09254250181,NOT_AVAILABLE,232.581277379,41.2592076871,148.305946478,-8.21555460795,1.49818495764e-05
671,14.90017,156.54783,610,N,10 26 11.48,+14 54 00.6,     , 8.500, ,      , ,G0              ,          ,HIP 51080                    ,Simbad,N,1,99.85, ,            ,0.0, ,      ,  14.20,       ,  15.80,       ,       ,4.0,1976Obs....96...98R                                ,Details,51080,            ,1635378410781933568,3887629230393307648,399893,2015.0,156.547941393,0.261378656486,14.9001154069,0.328985899701,4.73635204418,0.28096475406,25.3895510494,0.0554289989568,-8.06319004215,0.0398673006038,-0.624261021614,-0.515673100948,0.165528446436,-0.223289266229,0.375018805265,-0.110068202019,0.359430521727,-0.0457503274083,0.129177749157,-0.329615592957,44,44,43,43,1,1,10.097205162,0.450042914662,122.047178189,True,4.475004673,4.35821723938,1.01697914943e-05,3,5,False,0.460249751806,0.583268404007,0.333129286766,0.974517226219,-149.671966553,59.8337593079,7.93949985504,-27.0567760468,43,8739060.79445,20051.0200231,8.17110816238,NOT_AVAILABLE,225.371432975,54.1248224517,152.824427309,4.75710108599,2.10784774314e-05
672,12.44506,156.82033,611,N,10 27 16.88,+12 26 42.2,     , 7.770, ,      , ,K0              ,          ,HIP 51184                    ,Simbad,N,1,1497.0, ,            ,0.56, ,      ,   8.40,       , -28.80,       ,       ,3.0,1982Obs...102..200G                                ,Details,51184,            ,1635378410781933568,3883503278650414464,840207,2015.0,156.820406583,0.335256474563,12.4450237319,0.27551399262,1.3501319426,0.35831790205,15.4330784557,0.0469734593554,-9.43316485694,0.0358180338444,-0.0387258753181,0.163757428527,0.286897480488,-0.00273158401251,-0.224035397172,-0.00259644840844,0.296050131321,0.0852328464389,-0.0933168083429,-0.241850405931,42,42,42,41,0,1,5.10256719589,0.770515928468,222.215570489,True,7.53454113007,1.61802184582,7.9419278336e-06,3,7,False,0.161621704698,0.204887136817,0.278552055359,0.93245780468,-9.70176506042,-0.926654219627,-17.5268058777,-22.9195537567,43,23960077.031,29294.4131494,7.07604953893,NOT_AVAILABLE,229.255616108,53.2271064885,153.971909509,2.56932297684,1.09100892456e-05
676,-57.67578,156.74583,615,N,10 26 59.00,-57 40 32.8,     , 8.550,V, 8.930,V,B1III           ,B         ,CD -57 3224                  ,Simbad,N,1,5.5621, ,            ,0.0, ,      , 222.00, 199.00,   0.60,       ,       ,3.0,1985MNRAS.213...75H                                ,Details,-2147483648,8609-591-1 ,1635378410781933568,5351710910756311936,1712293,2015.0,156.745753553,0.164139890027,-57.6757513635,0.159793301281,0.419121679632,0.245167987571,-7.4971264532,0.698213713399,3.86159669609,0.533739303844,-0.394791960716,-0.306631147861,-0.456931650639,0.191545933485,0.439465671778,0.453307121992,-0.0744770243764,0.672659218311,0.182268410921,-0.155761659145,116,116,116,114,0,2,,0.411584060565,134.416151265,True,4.11252880096,5.57860946655,1.87163877854e-05,5,21,False,0.135924205184,0.188756287098,0.504391670227,0.525086283684,-102.109664917,40.1773452759,43.1403083801,29.8690357208,141,5789889.2154,30168.2941142,8.61809442896,NOT_AVAILABLE,284.561880332,-0.0503627392197,196.169748994,-59.2358021112,1.58215954421e-05
680,60.12453,159.58279,619,N,10 38 19.87,+60 07 28.3,A    , 7.370,P,      , ,F6V             ,          ,HIP 52064                    ,Simbad,N,1,2.77, ,            ,0.0, ,      ,  55.20,       , -69.00,       ,       ,4.0,1971JRASC..65..277G                                ,Details,52064,           ,1635378410781933568,1047782388828366464,758473,2015.0,159.582579332,0.168913493694,60.1236913427,0.202021588122,13.872964353,0.256583614888,-23.8743311911,0.0271272374398,-202.910470669,0.0337877293824,0.546660840511,-0.385180681944,0.239452973008,0.147539541125,-0.380217403173,0.141592159867,0.240021750331,-0.0893711671233,-0.112136490643,0.396978318691,212,212,212,206,0,6,7.05433273315,0.684715893466,370.860187273,True,6.71122646332,2.08637809753,1.61908665177e-05,3,28,False,0.108226023614,0.48782363534,0.166270792484,0.400045722723,-73.209602356,-55.0562324524,51.992023468,38.7106628418,216,35632710.1817,16871.7032548,6.64514792501,NOT_AVAILABLE,148.094365512,49.9978768394,132.787879878,46.5877144461,8.72513963139e-06
697,-59.73764,161.14058,634,N,10 44 33.74,-59 44 15.5,A    , 7.750,V,      , ,O3V             ,O8        ,CD -59 3294                  ,Simbad,N,2,6.0803, ,      0.0000,0.37, ,0.0050, 132.60, 313.60,  -2.90,  12.40,       ,5.0,2001MNRAS.326...85M                                ,Details,-2147483648,8626-2810-1,1635378410781933568,5350357308861392256,1260700,2015.0,161.140517292,0.206101851554,-59.7376083676,0.198801217809,0.593306781927,0.254342338717,-7.61812992114,0.47036423555,3.39930790889,0.489995491491,-0.497723907232,0.0419872328639,-0.4115421772,0.307488232851,-0.0747062563896,0.29711407423,-0.170551523566,0.475497663021,0.383481115103,-0.0422095097601,82,82,81,79,1,3,,0.42056211142,59.4256675211,True,4.19698619843,5.0075173378,5.79521702093e-06,5,15,False,0.157483533025,0.366964817047,0.352934598923,0.648316144943,-27.6698493958,51.1138305664,40.9300918579,19.5485076904,93,13672834.9667,14488.7690709,7.68512363427,NOT_AVAILABLE,287.566208638,-0.70580302195,202.147174988,-59.0095639302,1.74691482984e-05
701,-59.40781,161.43383,636,N,10 45 44.12,-59 24 28.1,     , 7.260,V,      , ,O5f             ,07.5      ,HIP 52628                    ,Simbad,N,1,15.093, ,            ,0.51, ,      ,  80.00, 121.00,  -9.30,       ,       ,3.0,1969MNRAS.142..429T                                ,Details,52628,           ,1635378410781933568,5350391531160781440,1656953,2015.0,161.433780837,0.26758392527,-59.4078108427,0.290562865233,-0.248588647158,0.3285399677,-6.50648064672,0.0309605628201,1.91327339095,0.0295026325659,-0.150011122227,-0.0611494258046,0.346563458443,-0.0638457834721,0.30400121212,-0.045885976404,0.412912011147,0.000355128693627,0.135533317924,0.0983793437481,113,113,113,112,0,1,5.05074310303,1.13995760319,487.702395128,True,11.0936985016,0.760458111763,9.01397470443e-06,3,21,False,0.170179069042,0.144231155515,0.342999696732,0.450548380613,-134.3099823,50.8030700684,33.6962661743,17.8253765106,136,21627211.7011,16847.5015531,7.18726873529,NOT_AVAILABLE,287.543933736,-0.344792836834,201.879753985,-58.6753767907,9.05901622339e-06
702,-82.03728,160.60042,637,N,10 42 24.10,-82 02 14.2,     , 8.100,V, 8.500,V,F5IV-V          ,F5IV-V    ,HIP 52381                    ,Simbad,N,1,2.8321, ,            ,0.0, ,      , 108.20, 107.60,  20.00,       ,       ,4.0,1975A&A....44..349A                                ,Details,52381,           ,1635378410781933568,5198334158280318720,817871,2015.0,160.600045736,0.258464556041,-82.0374612675,0.251536390232,5.68483591107,0.259097675844,-13.7930934604,0.0457667486231,-45.5038701936,0.0410623667093,-0.377558737993,-0.347660243511,0.188015684485,-0.0889553874731,0.269760251045,-0.0491677522659,0.25423976779,-0.0273804739118,0.0985500440001,-0.0933526009321,62,62,60,62,2,0,16.1252670288,0.541973377059,108.613821985,True,5.34717702866,3.14452362061,3.90360764868e-06,3,13,False,0.362075299025,0.327437072992,0.186644881964,0.196022972465,14.9176101685,45.1010818481,46.8645820618,24.6304340363,109,10876861.7525,71085.6834263,7.93351104238,NOT_AVAILABLE,298.40960101,-20.3242075812,249.620787154,-67.9626317333,1.00537070805e-05
